ID;CREDIT;GENDER;EDUCATION;MARRIAGE;AGE;PAY_1;PAY_2;DEFAULT
9091;500000;0;2;2;28;3854;3622;0
9092;240000;0;3;2;50;6753;7197;0
9093;50000;1;2;2;23;0;0;0
9094;50000;0;2;1;30;0;0;1
9095;220000;1;1;2;38;5400;3300;0
9096;200000;1;2;1;36;0;0;1
9097;230000;0;1;1;35;43736;2282;0
9098;20000;1;3;2;56;700;800;0
9099;130000;0;1;1;37;2000;1600;1
9100;100000;1;2;1;50;18263;15761;0
9101;20000;1;2;2;39;347;354;1
9102;50000;0;2;2;26;19251;622;0
9103;140000;1;3;1;45;5000;0;1
9104;90000;1;2;2;32;5000;25000;0
9105;290000;0;1;1;39;10000;2839;0
9106;180000;0;2;2;34;4600;5000;1
9107;200000;0;3;1;57;0;0;1
9108;110000;1;1;1;32;3500;4000;1
9109;50000;1;3;2;28;516;520;0
9110;290000;0;2;1;48;27114;3501;0
9111;380000;1;1;1;46;6300;3500;1
9112;480000;1;2;1;39;20000;12000;0
9113;30000;0;2;2;22;0;0;0
9114;380000;1;1;1;50;10000;20000;0
9115;340000;0;1;1;42;8500;8500;0
9116;30000;0;2;2;22;2000;0;0
9117;200000;1;3;1;29;8346;971;0
9118;360000;0;1;2;30;3000;2000;0
9119;160000;1;1;1;49;316;316;1
9120;50000;1;2;2;40;30000;5270;0
9121;200000;1;2;2;32;390;540;0
9122;60000;1;2;2;30;2000;2000;0
9123;80000;0;3;1;53;390;390;0
9124;100000;0;2;1;38;2000;2000;1
9125;330000;1;1;1;37;2840;21101;1
9126;500000;0;1;2;44;0;3672;0
9127;180000;0;2;1;32;8000;3000;0
9128;200000;0;2;1;44;0;708;0
9129;420000;0;1;1;39;10000;8091;0
9130;110000;0;2;2;23;2500;2000;0
9131;50000;0;2;1;24;334;498;1
9132;130000;0;3;1;46;1000;1000;1
9133;250000;1;2;1;36;5200;5500;0
9134;50000;0;2;2;26;0;3263;0
9135;260000;1;2;1;43;58312;3018;0
9136;240000;1;2;1;54;7046;7023;0
9137;300000;0;1;2;28;2000;4000;0
9138;200000;0;1;1;35;4476;6619;0
9139;600000;0;3;1;46;31171;17348;0
9140;130000;0;2;2;29;3500;7100;0
9141;150000;0;1;2;28;8240;1686;0
9142;200000;1;1;2;30;292;10019;0
9143;80000;0;2;1;34;2800;1800;1
9144;60000;0;2;1;34;3000;4000;0
9145;360000;1;2;1;31;0;0;0
9146;110000;0;0;1;37;2200;2200;0
9147;70000;0;3;1;35;0;1010;1
9148;50000;1;1;2;27;0;3800;1
9149;10000;0;2;2;46;1000;0;1
9150;120000;1;1;1;51;4200;4200;0
9151;220000;1;2;1;41;1759;1824;0
9152;440000;1;1;2;33;0;2777;1
9153;50000;1;2;1;49;480;300;0
9154;210000;1;2;2;32;5666;24886;0
9155;490000;0;2;2;34;1068;3000;0
9156;160000;1;1;2;30;14160;6180;0
9157;180000;0;2;1;39;1015;1500;0
9158;330000;0;2;1;45;5000;5000;0
9159;20000;1;2;2;34;1000;1000;0
9160;120000;0;2;2;37;3625;3600;0
9161;360000;0;1;2;30;2025;10819;0
9162;440000;0;0;2;29;7000;9000;0
9163;70000;0;2;2;34;1903;2458;0
9164;230000;0;1;1;44;933;0;0
9165;30000;1;2;2;28;0;2400;1
9166;260000;1;2;1;34;4138;4789;0
9167;30000;1;2;2;25;0;0;1
9168;20000;0;3;0;56;780;0;1
9169;70000;0;3;2;55;3338;3000;0
9170;90000;1;3;1;31;4000;5000;0
9171;70000;0;2;2;30;0;1200;1
9172;30000;0;2;2;22;803;420;0
9173;270000;1;2;1;51;10000;10000;0
9174;30000;1;2;1;35;863;947;0
9175;410000;0;1;1;46;0;0;1
9176;240000;1;2;2;30;300;1000;0
9177;30000;0;2;2;31;1300;3000;0
9178;110000;1;2;1;32;0;0;0
9179;20000;1;2;2;24;1003;1000;0
9180;500000;1;3;1;55;1017;500;0
9181;240000;0;2;2;32;6401;6503;0
9182;140000;0;2;2;25;5000;3000;0
9183;50000;1;1;2;24;692;709;0
9184;130000;1;1;2;27;1256;1500;0
9185;50000;0;3;1;51;500;2000;1
9186;260000;0;1;2;25;3015;10413;0
9187;100000;1;2;1;35;291;291;0
9188;30000;0;3;1;47;4200;0;1
9189;60000;1;1;2;26;880;0;0
9190;20000;0;3;1;35;0;700;1
9191;60000;0;2;1;24;0;1200;1
9192;350000;0;2;0;44;1878;0;0
9193;130000;0;2;1;41;4000;3450;1
9194;390000;0;2;2;26;5000;4548;0
9195;460000;1;1;1;39;0;0;1
9196;30000;1;3;2;31;2196;2500;1
9197;170000;0;2;1;35;3229;2062;1
9198;20000;1;2;2;27;100;2000;1
9199;260000;1;2;1;31;0;0;0
9200;190000;0;1;2;32;10000;7000;0
9201;480000;1;1;1;37;13534;28001;0
9202;60000;1;2;2;33;2100;3000;0
9203;260000;0;1;1;38;20000;10000;0
9204;50000;0;3;2;50;9463;350;0
9205;160000;0;1;2;25;1286;890;0
9206;280000;0;1;2;29;1890;143;0
9207;290000;0;3;1;29;6000;6000;0
9208;240000;0;3;1;36;0;0;0
9209;20000;0;2;1;41;189;0;0
9210;230000;0;3;1;40;1600;4712;0
9211;120000;0;2;1;31;30000;3900;1
9212;400000;1;1;2;28;13863;13869;0
9213;80000;1;2;1;34;2400;2500;0
9214;200000;0;1;1;37;1820;29000;0
9215;20000;1;2;1;48;1500;0;1
9216;100000;1;2;2;26;0;107;1
9217;150000;1;2;0;25;8;33;1
9218;180000;0;2;2;23;6319;10671;1
9219;500000;0;2;1;47;396;396;1
9220;360000;0;2;2;46;465;157;0
9221;320000;1;1;2;38;83490;0;0
9222;220000;1;1;1;42;0;0;1
9223;50000;0;1;2;36;1200;0;1
9224;310000;1;1;1;47;0;2654;0
9225;50000;1;2;2;50;297;309;0
9226;160000;0;2;2;23;283;0;0
9227;280000;0;2;1;40;565;830;0
9228;20000;1;3;2;44;408;1300;1
9229;60000;1;1;2;24;0;371;1
9230;390000;1;2;1;37;8001;10000;0
9231;50000;1;2;2;25;0;0;0
9232;450000;1;1;2;31;0;20030;0
9233;180000;1;2;2;26;500;1000;0
9234;140000;1;3;2;30;7903;0;0
9235;40000;0;2;2;33;1000;1062;0
9236;80000;1;2;2;26;1100;3000;0
9237;240000;0;3;2;35;0;0;0
9238;80000;1;2;2;33;2000;3000;0
9239;360000;0;3;1;45;5000;20000;0
9240;300000;0;2;1;31;570;3749;0
9241;390000;0;1;2;29;1871;2400;0
9242;320000;1;1;1;37;0;0;1
9243;220000;0;1;1;26;10000;5000;0
9244;340000;0;1;2;29;5000;5200;0
9245;90000;0;2;1;32;2520;1651;0
9246;130000;0;2;2;33;9261;2285;0
9247;160000;1;2;1;37;833;833;1
9248;280000;1;1;1;38;2311;0;1
9249;310000;0;2;2;38;3140;0;0
9250;130000;1;2;2;29;0;0;0
9251;180000;0;2;1;30;5050;10000;0
9252;30000;1;2;1;39;1000;1050;0
9253;170000;0;2;2;34;5886;12916;1
9254;240000;1;1;1;29;4638;4661;0
9255;70000;1;1;2;31;3000;5000;0
9256;110000;0;1;2;28;46952;3000;1
9257;20000;0;3;1;23;0;0;1
9258;210000;0;1;2;30;13940;0;0
9259;20000;0;2;2;21;333;2000;0
9260;360000;0;2;1;43;19158;3569;0
9261;80000;1;3;1;59;1126;1091;0
9262;170000;0;1;2;34;1200;3782;0
9263;70000;0;2;2;30;380;500;0
9264;110000;1;2;1;30;1500;2062;0
9265;10000;0;1;2;27;500;0;0
9266;60000;0;1;2;23;1000;1000;0
9267;220000;1;1;1;39;1000;0;0
9268;50000;1;1;2;33;4000;2000;0
9269;50000;0;2;2;22;5000;716;0
9270;70000;0;2;2;26;883;906;0
9271;180000;1;2;2;26;3415;3542;0
9272;60000;1;1;2;31;4580;0;1
9273;100000;0;2;1;40;1800;2000;1
9274;500000;1;2;2;28;3013;8012;0
9275;50000;1;2;2;38;0;0;0
9276;340000;0;2;2;27;6591;1933;0
9277;450000;1;1;2;31;17895;11502;0
9278;160000;1;1;2;31;2773;215;0
9279;180000;1;2;1;33;96562;49000;0
9280;50000;1;2;1;25;0;0;1
9281;500000;1;2;1;38;7200;8;0
9282;80000;0;2;2;23;9000;6000;0
9283;280000;1;3;1;49;3105;582;0
9284;240000;0;0;1;41;18000;9000;0
9285;20000;0;1;2;24;770;700;0
9286;50000;1;2;2;27;1000;1000;0
9287;100000;0;1;1;42;3900;1800;1
9288;80000;0;2;2;34;1075;0;1
9289;150000;0;1;2;40;0;0;1
9290;220000;1;2;2;30;2900;5000;1
9291;270000;0;2;2;34;3800;3700;0
9292;230000;0;3;2;25;0;104160;0
9293;140000;0;2;1;30;1100;0;1
9294;180000;1;2;2;40;0;0;0
9295;140000;0;2;2;27;92000;3800;0
9296;30000;1;2;2;35;1949;0;1
9297;80000;1;2;1;36;0;0;0
9298;140000;1;2;2;30;1651;2122;0
9299;20000;1;3;2;38;647;669;0
9300;360000;1;1;1;37;0;0;0
9301;130000;0;1;2;28;0;1170;1
9302;70000;0;1;1;36;3000;3000;1
9303;300000;1;1;2;41;800;0;0
9304;500000;1;2;2;32;50132;22208;0
9305;20000;1;2;2;30;700;700;0
9306;140000;1;2;1;45;4000;4000;1
9307;400000;0;2;2;27;0;0;0
9308;30000;0;2;2;28;780;2600;1
9309;50000;1;1;1;33;7000;5000;0
9310;380000;1;2;1;38;3000;5000;0
9311;360000;0;2;2;27;2000;2473;1
9312;620000;0;1;2;52;154826;76300;0
9313;200000;1;3;1;69;2100;2008;0
9314;20000;0;2;1;25;0;5000;1
9315;170000;0;1;2;29;0;3000;1
9316;250000;0;1;2;26;12018;3000;0
9317;120000;0;2;2;25;0;0;1
9318;150000;1;3;1;46;2722;54788;0
9319;200000;0;3;1;41;2894;2637;0
9320;200000;1;1;1;39;5060;1549;0
9321;180000;0;1;1;44;3500;3700;0
9322;500000;0;1;2;34;106700;50000;0
9323;20000;0;2;2;24;369;429;0
9324;500000;1;2;1;39;231888;7945;1
9325;80000;0;1;1;47;18351;14249;0
9326;80000;0;3;2;23;2;6278;0
9327;360000;1;1;2;30;1000;3000;0
9328;230000;0;1;2;28;11686;46963;0
9329;70000;1;2;2;32;1000;2000;1
9330;20000;1;2;2;25;0;800;0
9331;250000;0;2;1;37;8364;8493;0
9332;400000;1;2;2;33;3000;4000;0
9333;420000;0;1;1;30;37435;287;0
9334;320000;1;2;2;37;5001;15001;0
9335;30000;1;1;2;25;1300;1560;1
9336;470000;1;1;2;30;10123;10019;0
9337;70000;1;1;2;31;3000;4000;1
9338;70000;0;2;2;23;545;726;1
9339;30000;0;1;2;25;499;3000;0
9340;30000;0;2;1;22;0;0;1
9341;30000;0;2;1;45;928;602;1
9342;70000;1;2;2;35;1600;1600;0
9343;20000;0;3;2;50;1000;1000;0
9344;210000;1;2;2;31;4900;4500;1
9345;170000;0;1;1;36;0;1000;0
9346;300000;1;2;2;31;13538;5145;0
9347;10000;0;2;2;24;300;350;1
9348;50000;0;1;2;24;1200;666;0
9349;200000;0;2;1;30;2500;2500;0
9350;220000;0;1;2;36;101;1011;0
9351;400000;0;2;1;34;13983;3378;0
9352;260000;0;1;2;30;0;0;0
9353;10000;0;2;1;37;1000;500;0
9354;140000;1;1;2;28;435;435;0
9355;50000;1;3;2;43;212;888;0
9356;330000;0;2;1;42;5000;5000;0
9357;130000;0;1;2;29;2115;0;1
9358;360000;0;1;2;33;26514;557;0
9359;450000;1;1;2;28;3000;10000;0
9360;500000;1;1;2;36;52221;71852;0
9361;240000;1;2;1;33;2220;3356;0
9362;60000;0;2;2;29;1000;2000;0
9363;340000;1;2;1;42;5000;6000;0
9364;500000;0;2;1;53;132906;0;0
9365;270000;0;2;1;33;3400;3800;1
9366;50000;1;2;2;33;2000;1200;0
9367;20000;1;3;2;29;2000;1000;0
9368;130000;0;1;1;36;1500;0;0
9369;200000;0;1;1;55;2645;5834;1
9370;360000;0;2;2;25;5032;5346;0
9371;90000;0;2;1;55;2500;2000;1
9372;200000;0;1;1;50;10004;10000;0
9373;80000;0;1;1;43;0;0;0
9374;30000;0;3;1;45;0;3000;0
9375;50000;1;2;2;28;813;875;0
9376;50000;1;2;2;33;715;1000;1
9377;450000;0;1;1;69;0;6265;1
9378;130000;0;2;1;37;0;2500;1
9379;350000;1;1;2;33;1338;1300;0
9380;20000;1;3;2;22;20355;0;1
9381;170000;1;2;2;27;1000;2000;0
9382;240000;0;2;1;38;4059;14;0
9383;130000;1;1;2;30;3000;3000;0
9384;360000;0;1;1;28;0;0;0
9385;10000;1;2;2;26;0;468;0
9386;10000;0;3;1;42;192;196;1
9387;200000;0;3;2;70;0;0;0
9388;150000;0;2;1;35;2000;0;0
9389;50000;1;0;2;33;1200;1200;0
9390;40000;1;2;2;26;8000;2500;0
9391;400000;1;1;2;42;82308;4903;0
9392;80000;1;2;2;25;0;832;1
9393;50000;1;2;2;28;2;0;0
9394;170000;1;2;2;42;5004;5003;0
9395;190000;1;3;2;34;5000;60000;0
9396;20000;1;2;1;62;20500;0;1
9397;30000;0;1;2;23;1100;500;0
9398;20000;1;1;2;29;651;500;0
9399;390000;0;2;2;48;8004;10000;0
9400;100000;0;3;2;66;3100;3500;1
9401;50000;1;2;1;34;1000;1000;1
9402;120000;0;3;1;54;2300;2600;0
9403;80000;0;1;2;24;900;400;0
9404;340000;0;2;2;39;3003;241;0
9405;110000;0;2;2;23;3000;3000;0
9406;90000;0;2;1;42;0;1560;0
9407;10000;1;2;2;26;29;390;1
9408;160000;1;2;2;28;0;0;0
9409;170000;1;1;2;34;0;1078;0
9410;440000;0;2;1;28;34000;284;0
9411;310000;1;1;2;32;1500;500;0
9412;110000;1;2;1;55;3012;3008;0
9413;50000;1;3;2;23;0;0;0
9414;100000;0;1;1;39;3100;5;1
9415;350000;0;1;2;29;452;448;0
9416;310000;0;2;2;27;15001;1;0
9417;120000;0;2;1;40;1500;1400;0
9418;50000;0;3;1;25;1000;321;0
9419;300000;1;1;2;32;9427;55000;0
9420;130000;0;2;2;29;2500;2778;0
9421;260000;1;1;2;30;1055;710;0
9422;490000;1;1;2;35;1237;1426;0
9423;500000;1;1;1;43;1343;907;0
9424;30000;0;1;2;25;13;155;0
9425;60000;0;1;2;31;3900;0;1
9426;140000;0;2;1;45;2000;3000;0
9427;180000;0;1;2;30;9710;4800;0
9428;20000;1;1;2;23;0;0;0
9429;50000;0;2;1;29;3618;0;1
9430;400000;0;2;2;30;1022;3000;0
9431;20000;1;3;2;24;137;500;0
9432;430000;0;2;1;43;1400;951;0
9433;400000;0;1;1;32;0;644;0
9434;200000;0;2;2;36;2315;1290;1
9435;10000;0;2;2;22;400;323;0
9436;80000;1;3;2;43;33;18431;0
9437;140000;0;1;2;28;3600;4000;0
9438;20000;0;2;2;28;7500;1015;1
9439;340000;0;2;1;33;11246;8251;0
9440;230000;0;2;1;44;19394;0;1
9441;120000;0;2;1;37;200;0;0
9442;210000;0;1;1;34;200;205;0
9443;80000;0;1;2;25;2000;2000;0
9444;150000;1;1;2;31;4102;0;0
9445;130000;0;2;1;53;2477;2346;0
9446;20000;1;1;2;35;8303;500;1
9447;200000;0;2;1;29;3900;0;0
9448;200000;1;1;2;29;99;99;0
9449;80000;0;1;2;22;1900;4000;0
9450;80000;1;2;2;30;1000;0;1
9451;500000;1;1;1;44;19996;4482;0
9452;50000;1;2;1;43;1000;0;1
9453;200000;0;1;1;44;827;1426;0
9454;80000;1;2;1;45;531;9354;0
9455;50000;1;2;2;26;1681;1695;0
9456;130000;1;2;2;37;2924;3029;0
9457;310000;0;1;1;35;4017;9184;0
9458;190000;1;2;1;37;0;5100;1
9459;100000;1;2;2;29;2000;3000;1
9460;230000;0;1;1;38;2000;5000;0
9461;70000;0;2;2;25;2400;2012;1
9462;500000;0;1;1;30;6348;46;0
9463;50000;1;2;1;36;7;1900;1
9464;120000;1;2;2;35;0;0;0
9465;80000;0;2;1;39;2000;1499;0
9466;50000;0;2;1;34;1000;1000;0
9467;350000;1;2;2;51;5634;10540;0
9468;60000;0;2;2;29;3000;3800;0
9469;200000;0;1;1;47;122;300;1
9470;50000;0;2;2;23;947;1000;0
9471;90000;0;2;1;43;0;0;0
9472;360000;1;2;2;31;6729;58;0
9473;440000;0;2;2;25;10000;10000;1
9474;170000;0;2;1;52;4218;4269;0
9475;190000;0;2;1;33;8000;5500;0
9476;290000;1;1;2;29;0;0;1
9477;210000;1;1;2;37;0;0;0
9478;20000;1;1;2;24;396;8972;1
9479;400000;0;1;1;35;15771;5616;0
9480;360000;0;1;1;32;0;0;1
9481;250000;1;1;1;53;0;10180;1
9482;30000;1;2;1;30;1000;0;0
9483;280000;0;1;1;47;0;161084;0
9484;70000;0;3;1;59;0;5001;1
9485;70000;1;1;2;26;17262;15001;0
9486;20000;1;2;2;47;1000;1000;0
9487;350000;1;1;2;32;2028;1725;0
9488;200000;0;1;2;37;20089;30000;0
9489;90000;1;3;2;25;0;0;1
9490;100000;0;1;1;52;2054;2000;0
9491;50000;0;2;1;22;1000;1928;0
9492;280000;0;3;1;51;0;0;0
9493;50000;1;3;1;38;0;0;1
9494;120000;0;2;2;29;0;0;1
9495;100000;1;3;2;25;3011;3000;1
9496;130000;1;2;2;29;942;768;0
9497;200000;0;1;2;30;5500;6000;0
9498;350000;1;1;2;34;5000;10000;0
9499;20000;0;1;2;44;1000;710;0
9500;150000;0;1;2;32;3323;11086;0
9501;130000;0;1;1;30;3990;3000;0
9502;330000;0;1;2;34;7000;8000;0
9503;80000;0;2;0;52;2000;2500;0
9504;10000;1;0;2;35;0;1000;0
9505;360000;1;1;2;29;825;825;0
9506;120000;1;1;1;36;37432;1000;0
9507;20000;0;2;2;22;249;258;0
9508;280000;0;1;2;35;1548;0;0
9509;100000;0;2;1;45;0;0;0
9510;70000;1;2;2;31;1089;1130;0
9511;350000;0;1;1;31;25528;2965;0
9512;50000;1;2;1;36;2000;1200;0
9513;470000;0;1;2;35;5000;5000;0
9514;350000;1;1;2;31;6005;6287;0
9515;140000;1;1;2;56;2000;2041;0
9516;140000;0;2;2;23;2000;1003;0
9517;380000;1;1;2;27;1515;37056;0
9518;50000;1;2;2;24;1000;2900;1
9519;260000;0;3;1;48;1911;5014;0
9520;20000;0;3;1;25;1000;0;0
9521;190000;0;3;1;39;6475;2244;0
9522;220000;1;2;1;39;0;4561;0
9523;230000;0;1;2;36;5000;5000;0
9524;20000;0;2;1;43;2000;3000;0
9525;100000;1;2;1;52;1500;1093;0
9526;150000;0;1;2;26;0;1527;0
9527;320000;0;1;2;28;13375;5;0
9528;50000;0;2;1;33;1589;1650;1
9529;50000;1;2;2;53;700;731;0
9530;370000;0;2;2;39;5100;2000;0
9531;150000;0;1;1;37;14515;8758;0
9532;200000;0;2;1;40;390;390;1
9533;200000;1;2;1;34;1082;2179;1
9534;30000;1;2;2;37;0;0;1
9535;200000;0;2;2;46;5143;5166;0
9536;200000;1;1;2;26;189;1000;0
9537;240000;0;2;2;26;4100;4000;1
9538;40000;0;2;1;24;6000;0;1
9539;140000;1;1;2;31;0;0;0
9540;50000;1;2;2;35;2000;1000;0
9541;50000;0;3;1;48;5000;2000;0
9542;160000;0;2;2;25;1;48;0
9543;140000;1;1;2;32;61;500;0
9544;240000;0;3;1;28;7000;7000;1
9545;230000;0;1;2;29;495;495;0
9546;200000;0;2;2;32;6000;5300;0
9547;50000;0;1;1;49;5003;303;0
9548;360000;0;1;2;30;42015;53710;0
9549;500000;0;1;1;42;0;6745;0
9550;20000;1;3;2;22;1000;1000;0
9551;80000;1;2;2;30;3000;3000;0
9552;30000;0;1;1;44;0;0;0
9553;80000;0;2;1;35;470;500;0
9554;30000;0;2;1;52;1879;84;0
9555;200000;0;3;1;48;0;0;0
9556;240000;1;0;2;29;8095;7015;0
9557;280000;1;2;2;29;10694;0;1
9558;170000;0;2;2;33;0;0;0
9559;100000;0;3;2;44;2200;2521;0
9560;70000;0;2;2;24;2000;2000;1
9561;110000;0;2;0;27;2341;1959;0
9562;100000;0;3;2;27;2892;2936;0
9563;80000;1;1;2;39;0;2703;1
9564;300000;0;2;1;33;2494;1006;0
9565;150000;0;1;1;40;5003;61826;0
9566;150000;1;2;2;26;5023;4311;0
9567;10000;1;3;1;52;281;292;1
9568;210000;0;1;2;35;820;0;0
9569;20000;1;2;2;25;0;367;1
9570;20000;1;2;1;38;945;0;0
9571;80000;0;3;1;48;517;0;0
9572;270000;1;2;1;49;0;0;0
9573;200000;0;1;1;33;23;16378;0
9574;200000;1;1;1;34;816;4530;0
9575;10000;1;2;2;34;9601;800;0
9576;360000;1;1;2;34;20000;3003;0
9577;20000;1;2;1;40;532;900;1
9578;40000;0;1;1;27;1425;1293;0
9579;110000;1;3;1;50;2000;1700;0
9580;50000;1;3;1;50;0;2000;0
9581;100000;0;1;2;28;2000;1514;0
9582;50000;1;2;2;21;0;0;0
9583;30000;0;3;1;23;1500;1000;1
9584;20000;1;1;2;23;800;0;1
9585;100000;1;2;1;44;0;1300;1
9586;80000;0;2;1;24;492;0;0
9587;120000;1;1;2;29;6000;3200;1
9588;30000;1;2;2;36;240;2300;0
9589;80000;1;0;1;25;16638;2000;0
9590;170000;0;1;2;30;0;0;1
9591;20000;1;1;1;40;2000;800;0
9592;50000;0;3;1;36;698;310;0
9593;300000;0;1;1;31;4084;4056;0
9594;20000;0;1;2;26;0;0;1
9595;130000;1;2;2;29;1300;1223;0
9596;500000;0;2;1;41;3150;0;0
9597;30000;1;2;2;41;1761;0;0
9598;180000;0;2;1;41;5000;4500;0
9599;340000;1;1;2;33;22676;8007;0
9600;480000;0;1;2;29;0;0;0
9601;80000;0;2;2;30;0;0;0
9602;140000;0;3;2;24;800;1753;0
9603;180000;0;3;2;30;1000;1420;0
9604;30000;0;2;2;30;4000;2000;0
9605;290000;1;1;0;55;1000;1000;1
9606;110000;0;3;2;45;5000;10000;0
9607;60000;1;1;2;25;3000;3000;0
9608;80000;0;1;1;35;891;662;0
9609;110000;1;1;2;25;1952;2000;0
9610;20000;1;2;1;42;810;700;1
9611;150000;1;3;2;31;5019;5547;0
9612;240000;0;3;1;44;17480;0;0
9613;400000;1;1;1;44;1000;3000;0
9614;120000;1;1;1;34;4000;4000;1
9615;330000;1;1;2;39;9400;20000;0
9616;30000;1;2;2;29;1438;0;0
9617;100000;1;3;1;55;0;0;0
9618;140000;1;1;2;37;291;291;0
9619;50000;1;0;2;33;1050;0;0
9620;310000;1;1;2;37;0;0;1
9621;160000;0;3;1;49;3090;6971;0
9622;110000;0;1;2;25;2100;2000;0
9623;20000;1;2;1;45;390;780;0
9624;30000;0;3;2;23;916;3091;0
9625;50000;1;2;1;47;0;0;0
9626;20000;1;3;2;24;2000;0;1
9627;220000;0;1;2;36;1471;25150;0
9628;460000;1;1;2;36;21000;165;0
9629;150000;0;1;2;34;0;552;1
9630;50000;0;3;1;53;1471;2125;0
9631;100000;0;1;1;32;3900;7900;0
9632;260000;1;1;1;50;8000;40000;0
9633;50000;1;3;1;41;0;974;1
9634;50000;0;2;2;27;1198;1196;0
9635;240000;0;1;2;34;0;0;0
9636;230000;1;3;2;24;6000;0;0
9637;90000;0;2;2;28;2600;6000;0
9638;20000;0;2;2;22;102;1500;0
9639;70000;0;3;2;25;25000;0;0
9640;260000;1;1;2;29;5000;6500;0
9641;20000;0;2;2;35;0;0;1
9642;150000;0;2;2;29;5000;6000;0
9643;200000;0;3;2;51;3921;4000;0
9644;50000;1;1;2;57;2201;716;0
9645;210000;1;2;1;39;1443;1443;0
9646;360000;1;1;2;27;8531;0;0
9647;30000;0;2;2;34;0;2666;0
9648;170000;0;2;2;35;10342;14295;0
9649;500000;0;2;2;32;8000;10000;0
9650;80000;1;2;2;31;2000;2000;0
9651;70000;1;2;2;24;0;6000;1
9652;100000;1;3;2;26;1300;0;0
9653;300000;0;2;1;26;316;316;0
9654;200000;0;2;1;49;20000;10000;0
9655;190000;1;1;2;30;10035;24345;0
9656;30000;0;3;1;43;307;314;0
9657;230000;0;3;1;58;1800;29387;0
9658;80000;1;1;1;46;1522;1100;0
9659;280000;0;1;2;36;428;0;0
9660;140000;0;1;2;29;3242;3512;0
9661;30000;0;3;1;35;0;2600;1
9662;30000;0;2;1;36;2000;0;1
9663;20000;1;2;1;51;822;682;0
9664;230000;0;2;1;30;7;23312;0
9665;20000;1;2;2;23;281;0;1
9666;360000;0;1;2;27;1000;1649;1
9667;60000;0;1;2;24;2400;2100;0
9668;20000;0;2;2;48;0;610;1
9669;500000;1;1;1;44;67697;67609;0
9670;380000;1;2;1;39;716;0;0
9671;160000;1;1;2;27;5580;930;0
9672;170000;1;1;2;48;0;0;0
9673;430000;0;1;2;29;1199;2000;0
9674;320000;1;1;1;39;1140;997;0
9675;180000;1;1;1;31;0;740;1
9676;50000;1;2;2;42;685;700;0
9677;60000;1;2;2;29;2000;1100;0
9678;360000;0;3;2;38;200;0;0
9679;80000;0;2;2;23;3000;5000;0
9680;50000;1;3;1;41;0;0;0
9681;200000;0;2;2;37;8000;7000;0
9682;460000;0;1;2;36;1006;1019;0
9683;130000;0;2;2;23;3000;2500;0
9684;440000;1;2;2;29;10042;11005;0
9685;280000;1;2;2;38;5858;5741;1
9686;20000;1;3;2;39;3450;13030;0
9687;60000;0;2;2;24;2500;2500;0
9688;210000;0;2;2;38;8000;8000;0
9689;100000;0;3;2;46;7000;6900;0
9690;240000;1;1;1;46;0;0;0
9691;280000;0;3;2;43;6200;6500;0
9692;130000;0;1;2;29;0;0;0
9693;360000;1;1;2;35;0;1305;1
9694;210000;0;3;2;36;2407;12700;0
9695;20000;1;3;2;23;2600;0;1
9696;20000;0;2;2;23;6000;626;0
9697;50000;1;2;1;34;0;2000;1
9698;100000;0;2;1;39;1916;1707;0
9699;50000;1;3;2;29;0;0;0
9700;130000;1;2;2;27;4400;5000;1
9701;270000;0;1;2;31;2786;4686;0
9702;50000;0;2;2;24;780;0;0
9703;80000;0;2;1;35;322;490;0
9704;10000;0;1;2;29;3400;4522;0
9705;190000;0;2;1;34;0;418;0
9706;50000;1;1;2;27;1723;3600;0
9707;100000;0;3;1;46;1900;0;1
9708;150000;1;2;2;49;5000;2823;1
9709;510000;1;3;2;30;0;0;0
9710;110000;0;2;2;24;36986;5000;0
9711;150000;0;1;1;58;1665;559;0
9712;50000;0;2;1;54;1000;656;0
9713;50000;0;2;2;23;5000;6;0
9714;360000;0;2;1;29;416;416;0
9715;10000;0;1;2;24;0;900;0
9716;210000;0;1;2;26;4302;4455;0
9717;370000;1;2;2;28;10000;8207;0
9718;360000;0;2;1;33;1672;0;0
9719;50000;0;2;1;31;1694;3713;1
9720;360000;1;2;2;38;0;3189;0
9721;170000;0;1;1;35;21881;0;0
9722;70000;1;2;2;26;71270;3000;1
9723;360000;0;1;2;34;6740;3467;0
9724;230000;1;0;1;42;2270;2193;0
9725;50000;1;1;1;38;0;0;0
9726;200000;1;1;1;41;0;798;0
9727;140000;1;2;2;30;326;326;1
9728;120000;0;2;2;33;4600;5000;0
9729;280000;0;3;2;46;1963;2086;0
9730;300000;0;1;2;29;14357;15000;0
9731;20000;0;2;2;22;3490;900;0
9732;160000;0;2;2;25;5822;14;1
9733;20000;1;1;2;24;390;388;1
9734;120000;1;2;1;41;1392;1442;0
9735;290000;0;2;1;37;0;0;0
9736;60000;1;2;1;32;900;4500;0
9737;110000;0;1;2;29;2049;2000;0
9738;50000;0;3;1;43;1000;1000;0
9739;630000;1;1;2;32;1000;1000;0
9740;30000;1;1;2;28;4000;0;0
9741;50000;1;2;2;33;1162;1199;0
9742;60000;1;2;1;42;1000;1501;0
9743;150000;1;2;2;27;41;2587;0
9744;10000;1;3;2;24;342;354;0
9745;20000;1;2;2;27;256;72;0
9746;80000;1;3;2;32;4000;3058;0
